Massage Therapist,9,Personal Service
Seamstress/Tailor Clothing/Shoes,9,Personal Service
Tattoo Parlour Body Branding/Thermal Imaging *Historic*,13,Personal Service
Acupuncturist *Historic*,13,Personal Service
Security Services Private Investigator,13,Personal Service
Dating Services,13,Personal Service
BODY RUB PARLOUR,13,Personal Service
Tattoo Parlour,13,Personal Service
Wedding Chapel,13,Personal Service
BOULEVARD MARKETING,13,Service Industry
Recycling Depot Scrap Metal Depot,24,Recycling
Recycling Depot Other,24,Recycling
Recycling Depot,24,Recycling
Laundry Depot,24,Service Industry
Recycling Depot Paper Depot,24,Recycling
Bottle Depot *Historic*,24,Recycling
Recycling Depot Bottle Depot,24,Recycling
Secondary Suite - Permanent Laneway Rental,26,Rental
Postal Rental Agency Other,26,Rental
One-Family Dwelling Laneway Rental,26,Rental
Rentals Computer Time Rental,26,Rental
Rentals Party Supplies Rental,26,Rental
Rentals Adult Video Rental,26,Rental
Secondary Suite - Permanent Primary (1 Rental),26,Rental
Secondary Suite - Permanent Primary (1 Rental) and Laneway,26,Rental
Rentals Flowers,26,Rental
Secondary Suite - Permanent Primary (2 Rentals),26,Rental
Rentals Equipment Rental,26,Rental
One-Family Dwelling Primary (1 Rental),26,Rental
Secondary Suite - Permanent Primary (2 Rentals) and Laneway,26,Rental
Postal Rental Agency,26,Rental
Rentals Other,26,Rental
One-Family Dwelling Primary (1 Rental) and Laneway,26,Rental
Rentals,26,Rental
Postal Rental Agency Duplicating,26,Rental
Rentals Video Rental,26,Rental
Retail Dealer - Food Gifts/Novelties,7,Retail
Retail Dealer Video Rental,7,Retail
Retail Dealer - Food Convenience Store,7,Retail
Manufacturer with Anc. Retail,7,Retail
Retail Dealer - Food Butcher/Seafood,7,Retail
Retail Dealer Equipment Rental,7,Retail
Retail Dealer Wood Products,7,Retail
Retail Dealer - Food Books/Stationary,7,Retail
Retail Dealer - Food Computer Time Rental,7,Retail
Wholesale Dealer - Food with Anc. Retail Other,7,Retail
Retail with Anc. Secondhand *Historic*,7,Retail
Security Services Retail Alarms,7,Retail
Manufacturer - Food with Anc. Retail,7,Retail
Wholesale Dealer - Food with Anc. Retail,7,Retail
Retail Dealer - Food Department Store,7,Retail
Retail Dealer Interior Design/Decorator,7,Retail
Manufacturer with Anc. Retail Metal Products,7,Retail
Specialized Services Retail - Compassion Club,7,Retail
Retail Dealer Currency Exchange,7,Retail
Retail Dealer Residential Building,7,Retail
RETAIL STORE (FOOD),7,Retail
Retail Dealer Department Store,7,Retail
Retail Dealer Art Gallery,7,Retail
Retail Dealer Sports & Leisure Equipment,7,Retail
Retail Dealer Books/Stationary,7,Retail
Wholesale Dealer w/ Anc. Retail,7,Retail
Retail Dealer Kiosk - Permanent,7,Retail
Retail Dealer - Food Other,7,Retail
Retail Dealer - Food Confections,7,Retail
Manufacturer with Anc. Retail Other,7,Retail
Manufacturer - Food with Anc. Retail Confections,7,Retail
Retail Dealer Clothing/Shoes,7,Retail
Retail Dealer Hardware/Garden Supplies,7,Retail
Retail Dealer Alterations & Repairs,7,Retail
Retail Dealer Adult Video Rental,7,Retail
Retail Dealer - Food Produce,7,Retail
Retail Dealer - Food Video Rental,7,Retail
Retail Dealer - Food Neighbourhood,7,Retail
Retail Dealer - Food,7,Retail
Retail Dealer Gifts/Novelties,7,Retail
Retail Dealer - Food Small Pharmacy,7,Retail
Retail Dealer - Food Vitamins/Health Food,7,Retail
Retail Dealer Shipping Agent,7,Retail
Retail Dealer - Food Bakery,7,Retail
Manufacturer with Anc. Retail Wood Products,7,Retail
Retail Dealer - Food Flowers,7,Retail
Retail Dealer - Food Pharmacy,7,Retail
Office Desk-top Publishing,9,Service
Office Consultant,9,Service
Office Word Processing,9,Service
Office Mining Exploration,9,Service
TEMPORARY SIGN PROVIDER,9,Service
Office Shipping Agent,9,Service
Referral Services,9,Service
Moving/Transfer Service Transport,13,Service
Public Market Operator-Annual,13,Service
Office Insurance Company,13,Service
Office Appraisal Service,13,Service
Security Services,13,Service
Photo Services Photo Lab *Historic*,13,Service
Moving/Transfer Service Goods,13,Service
Security Services Security Patrol,13,Service
Sheet Metal Works,13,Service
Printing Services Photocopy,13,Service
Office Drafting Service,13,Service
Security Services Alarm Monitoring,13,Service
TORONTO TAXICAB OWNER,9,Service
Office Interpreter/Translator,9,Service
Motel,9,Service
Club Manager *Historic*,9,Service
TAXICAB OWNER,9,Service
PEDICAB OWNER,9,Service
Office Advertising Agent,9,Service
Office Answering/Paging Service,13,Service
Security Services Security Consultants,13,Service
Printing Services Typesetting,13,Service
Power/ Pressure Washing,13,Service
Moving/Transfer Service Other,13,Service
Printing Services Other,13,Service
Office Architect,13,Service
Office Publisher,13,Service
Sheet Metal Works Other,13,Service
Dairy Delivery Services,13,Service
Photo Services Photographic Service *Historic*,13,Service
TEMPORARY SIGN - NEW DEVELOPMENT,13,Service
Repair/ Service/Maintenance Electronics,13,Service
COMMERCIAL PARKING LOT,13,Service
Printing Services Pre-press,13,Service
Backyard Pay Parking,13,Service
Office Pre-press,13,Service
Office Alarm Monitoring,13,Service
Blueprint Printing *Historic*,13,Service
Photo Services Photo Editing,13,Service
Printing Services Duplicating,13,Service
Photo Services Photo Finishing,13,Service
Printing Services Laminating,13,Service
Photo Services Photo Identification Service,13,Service
Community Association Event Coordinator,13,Service
Office Sign Writer,13,Service
Printing Services Blueprint,13,Service
Office Development Company,13,Service
Repair/ Service/Maintenance,13,Service
BILL DISTRIBUTOR,13,Service
Photo Services Other,13,Service
Photo Services Photographic Assembly *Historic*,13,Service
Office Management Company,13,Service
Photo Services,13,Service
Office Project Management,13,Service
Office Engineer,13,Service
Office Surveyor,13,Service
Office Barrister & Solicitor,13,Service
Printing Services Silk Screen,13,Service
Computer Services Other,26,Service
Computer Services Software,26,Service
Computer Services Design Company,26,Service
Computer Services Internet,26,Service
Computer Services Programming,26,Service
Computer Services Word Processing,26,Service
Employment Agency Other,26,Service
Office Software,26,Service
Office Translation *Historic*,26,Service
Business Services,26,Service
Locksmith,26,Service
PRIVATE PARKING ENFORCEMENT AGENCY,26,Service
ADVERTISING,26,Service
Computer Services Database Management,26,Service
Secondary Suite - Permanent Other,26,Service
Computer Services Information,26,Service
Computer Services Analysis,26,Service
Computer Services Integration,26,Service
Computer Services Network,26,Service
Hotel Lounge *Historic*,26,Service
Secondary Suite - Permanent,26,Service
Computer Services Graphics,26,Service
Computer Services,26,Service
Lounge 'A' *Historic* Hotel,26,Service
Secondary Suite - Phase Out *Historic*,26,Service
Computer Services Design,26,Service
Computer Services Graphic Artist,26,Service
Computer Services Animation,26,Service
Computer Services Data Processing,26,Service
Photographer,9,Service
Funeral Services,9,Service
Funeral Services Undertaker,9,Service
Soliciting For Charity,9,Service
CLOTHING DROP BOX LOCATION PERMIT,13,Service
Office Insurance Adjuster,13,Service
Office Broker,13,Service
Office Mail Order,13,Service
Printing Services,13,Service
Marine Services Other,13,Service
Security Services Security Guard,13,Service
Community Association,13,Service
Office Design Company,13,Service
Billiard Room Keeper,13,Service
Community Association Manager *Historic*,13,Service
Model Agency,26,Service
Talent Agency,26,Service
Talent Agency Other,26,Service
Booking Agency,26,Service
Employment Agency,26,Service
Theatre Adult,17,Entertainment
THEATRE,17,Entertainment
Theatre Live,17,Entertainment
Theatre Other,17,Entertainment
Theatre Neighbourhood,17,Entertainment
Vending Machines Bank Machine,9,Vending Machine
Vending Machines,9,Vending Machine
Vending Machines Other,9,Vending Machine
CURBLANE VENDING,9,Vending Machine
Vending Machines Newspaper,9,Vending Machine
Vending Machines Advertising Agent,9,Vending Machine
MOBILE VENDING (FOOD TRUCK),13,Vending Machine
MOBILE VENDING (ICE CREAM TRUCK),13,Vending Machine
SIDEWALK VENDING,13,Vending Machine
Wholesale Dealer Administration,8,Wholesale
Wholesale Dealer Consultant,8,Wholesale
Wholesale Dealer Other,8,Wholesale
Wholesale Dealer Garments,8,Wholesale
Wholesale Dealer Antique Dealer,8,Wholesale
Wholesale Dealer,8,Wholesale
Wholesale Dealer Electronics,8,Wholesale
Wholesale Dealer Flowers,8,Wholesale
Wholesale Dealer Furnishings,8,Wholesale
Wholesale Dealer Gifts/Novelties,8,Wholesale
Wholesale Dealer Clothing/Shoes,8,Wholesale
Wholesale Dealer Sports & Leisure Equipment,9,Wholesale
